Entry	Gene Names	Gene Ontology (molecular function)
Q6C617	YALI0_E13277g	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; translation elongation factor activity [GO:0003746]
Q6C624	YALI0_E13123g	ATP binding [GO:0005524]; histidine-tRNA ligase activity [GO:0004821]
Q6C625	YALI0_E13101g	transcription coregulator activity [GO:0003712]
Q6C626	EAF6 YALI0E13079g	
Q6C638	YALI0_E12683g	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity [GO:0003871]; zinc ion binding [GO:0008270]
Q6C642	YALI0_E12595g	ligase activity [GO:0016874]
Q6C656	CSM3 YALI0E12287g	DNA binding [GO:0003677]
Q6C657	YALI0_E12243g	nuclear import signal receptor activity [GO:0061608]; nuclear localization sequence binding [GO:0008139]; small GTPase binding [GO:0031267]
Q6C658	YALI0_E12221g	
Q6C664	YALI0_E12089g	mannose-ethanolamine phosphotransferase activity [GO:0051377]
Q6C665	YALI0_E12081g	ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]
Q6C668	ECO1 YALI0E12023g	metal ion binding [GO:0046872]; peptide-lysine-N-acetyltransferase activity [GO:0061733]
Q6C677	YALI0_E11825g	SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]
Q6C684	YALI0_E11627g	G protein-coupled receptor binding [GO:0001664]; G-protein beta-subunit binding [GO:0031681]; G-protein beta/gamma-subunit complex binding [GO:0031683]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]
Q6C690	YALI0_E11495g	AMP deaminase activity [GO:0003876]
Q6C695	YALI0_E11385g	ferrochelatase activity [GO:0004325]; precorrin-2 dehydrogenase activity [GO:0043115]
Q6C6A0	YALI0_E11187g	
Q6C6A5	YALI0_E11077g	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q6C6B1	EFM4 YALI0_E10923g	protein-lysine N-methyltransferase activity [GO:0016279]
Q6C6B3	YALI0_E10879g	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]
Q6C6B4	YALI0_E10857g	actin filament binding [GO:0051015]
Q6C6B6	YALI0_E10813g	ATP transmembrane transporter activity [GO:0005347]; calcium ion binding [GO:0005509]
Q6C6B8	YALI0_E10769g	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent DNA damage sensor activity [GO:0140664]; mismatched DNA binding [GO:0030983]
Q6C6C3	YALI0_E10637g	L-arginine transmembrane transporter activity [GO:0061459]; L-histidine transmembrane transporter activity [GO:0005290]; L-lysine transmembrane transporter activity [GO:0015189]; L-tyrosine transmembrane transporter activity [GO:0005302]
Q6C6D1	NSA2 YALI0E10461g	
Q6C6D3	YALI0_E10417g	chitin synthase activity [GO:0004100]
Q6C6D4	YALI0_E10395g	mRNA binding [GO:0003729]
Q6C6D6	ROX3 MED19 YALI0E10351g	transcription coregulator activity [GO:0003712]
Q6C6D9	DML1 YALI0E10285g	
Q6C6E0	YALI0_E10263g	Hsp70 protein binding [GO:0030544]; metal ion binding [GO:0046872]; protein-folding chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]
Q6C6E4	YALI0_E10175g	aspartic-type endopeptidase activity [GO:0004190]
Q6C6E6	YALI0_E10144g	cytochrome-c oxidase activity [GO:0004129]; metal ion binding [GO:0046872]
Q6C6E7	YALI0_E10131g	metal ion binding [GO:0046872]; RNA polymerase II complex binding [GO:0000993]
Q6C6E9	YALI0_E10087g	"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; zinc ion binding [GO:0008270]"
Q6C6F6	YALI0_E09933g	"ATPase binding [GO:0051117]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]"
Q6C6F7	YALI0_E09911g	GTPase activator activity [GO:0005096]
Q6C6G0	YALI0_E09845g	DNA binding [GO:0003677]; ribonucleoside binding [GO:0032549]; RNA polymerase I activity [GO:0001054]
Q6C6G1	YALI0_E09823g	GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; tRNA guanylyltransferase activity [GO:0008193]
Q6C6H1	YALI0_E09603g	glutamate dehydrogenase (NAD+) activity [GO:0004352]
Q6C6H9	YALI0_E09405g	signaling receptor binding [GO:0005102]
Q6C6I3	YALI0E09284g	glycine transmembrane transporter activity [GO:0015187]
Q6C6I4	YALI0_E09276g	CAAX-protein geranylgeranyltransferase activity [GO:0004662]; metal ion binding [GO:0046872]
Q6C6J2	YALI0_E09108g	cystathionine beta-synthase activity [GO:0004122]; cysteine synthase activity [GO:0004124]
Q6C6J6	YALI0_E09015g	voltage-gated chloride channel activity [GO:0005247]
Q6C6J9	YALI0_E08969g	ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; bilirubin transmembrane transporter activity [GO:0015127]
Q6C6K5	YALI0_E08844g	cysteine-type deubiquitinase activity [GO:0004843]
Q6C6K8	YALI0_E08646g	
Q6C6K9	YALI0_E08617g	"proton-transporting ATPase activity, rotational mechanism [GO:0046961]"
Q6C6L1	PRM1 YALI0E08580g	
Q6C6M3	YALI0_E08228g	K63-linked polyubiquitin modification-dependent protein binding [GO:0070530]; protein kinase C binding [GO:0005080]; zinc ion binding [GO:0008270]
Q6C6M5	DPB3 YALI0E08184g	core promoter sequence-specific DNA binding [GO:0001046]; protein heterodimerization activity [GO:0046982]; RNA polymerase II general transcription initiation factor activity [GO:0016251]
Q6C6M7	YALI0_E08096g	ferric-chelate reductase activity [GO:0000293]
Q6C6P6	YALI0_E07535g	arginase activity [GO:0004053]; manganese ion binding [GO:0030145]
Q6C6Q7	IPK1 YALI0E07161g	ATP binding [GO:0005524]; inositol pentakisphosphate 2-kinase activity [GO:0035299]
Q6C6Q8	YALI0_E07139g	nuclear export signal receptor activity [GO:0005049]; small GTPase binding [GO:0031267]
Q6C6Q9	YALI0_E07117g	enzyme regulator activity [GO:0030234]; ubiquitin protein ligase activity [GO:0061630]
Q6C6R0	YALI0_E07095g	GTPase activator activity [GO:0005096]
Q6C6R1	YALI0_E07073g	nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]
Q6C6R3	YALI0_E06941g	flavin adenine dinucleotide binding [GO:0050660]
Q6C6R4	YALI0_E06919g	protein-macromolecule adaptor activity [GO:0030674]
Q6C6R5	YALI0_E06897g	pyridoxal phosphate binding [GO:0030170]
Q6C6R7	YALI0_E06853g	
Q6C6S1	YALI0_E06765g	tRNA (cytosine-5-)-methyltransferase activity [GO:0016428]; tRNA binding [GO:0000049]
Q6C6S3	RFT1 YALI0E06721g	
Q6C6T0	YALI0_E06567g	acyl-CoA oxidase activity [GO:0003997]; FAD binding [GO:0071949]; fatty acid binding [GO:0005504]; flavin adenine dinucleotide binding [GO:0050660]
Q6C6T1	DPH4 YALI0E06545g	metal ion binding [GO:0046872]
Q6C6T4	YALI0_E06479g	metal ion binding [GO:0046872]; transketolase activity [GO:0004802]
Q6C6T6	YALI0_E06435g	
Q6C6U0	YALI0_E06347g	mannose binding [GO:0005537]
Q6C6U1	TIM10 YALI0E06237g	metal ion binding [GO:0046872]
Q6C6U2	YALI0_E06215g	holocytochrome-c synthase activity [GO:0004408]; metal ion binding [GO:0046872]
Q6C6U3	YALI0_E06193g	ATP binding [GO:0005524]; phosphomevalonate kinase activity [GO:0004631]
Q6C6V0	YALI0_E06039g	
Q6C6V1	YALI0_E06017g	ATP binding [GO:0005524]; ubiquitin activating enzyme activity [GO:0004839]
Q6C6V2	YALI0_E05995g	triglyceride lipase activity [GO:0004806]
Q6C6V8	MGM101 YALI0E05863g	DNA binding [GO:0003677]; single-stranded DNA binding [GO:0003697]
Q6C6V9	YALI0_E05841g	
Q6C6W1	YALI0_E05797g	identical protein binding [GO:0042802]
Q6C6W2	YALI0_E05775g	nucleic acid binding [GO:0003676]; RNA-DNA hybrid ribonuclease activity [GO:0004523]
Q6C6W3	YALI0_E05753g	dimethylallyltranstransferase activity [GO:0004161]; farnesyltranstransferase activity [GO:0004311]; geranyltranstransferase activity [GO:0004337]; isopentenyl-diphosphate delta-isomerase activity [GO:0004452]
Q6C6W7	YALI0_E05665g	glycerol channel activity [GO:0015254]; water channel activity [GO:0015250]
Q6C6W9	YALI0_E05621g	actin filament binding [GO:0051015]; phosphatidylinositol binding [GO:0035091]
Q6C6X0	YALI0_E05599g	calcium ion binding [GO:0005509]; NAD(P)H dehydrogenase (quinone) activity [GO:0003955]; NADH dehydrogenase activity [GO:0003954]
Q6C6X2	YALI0_E05555g	"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]"
Q6C6X5	YALI0_E05489g	GTPase activator activity [GO:0005096]
Q6C6X6	YALI0E05467g	thiopurine S-methyltransferase activity [GO:0008119]
Q6C6X8	YALI0_E05423g	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]
Q6C6X9	YALI0_E05401g	ubiquitin protein ligase activity [GO:0061630]
Q6C6Y4	CAP1 YALI0E05291g	actin filament binding [GO:0051015]
Q6C6Y6	YALI0_E05247g	
Q6C6Y8	YALI0_E05203g	"glucan 1,4-alpha-glucosidase activity [GO:0004339]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]"
Q6C6Z1	YALI0_E05137g	isocitrate dehydrogenase (NAD+) activity [GO:0004449]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]
Q6C6Z2	TIM9 YALI0E05115g	metal ion binding [GO:0046872]; protein transporter activity [GO:0140318]; unfolded protein binding [GO:0051082]
Q6C6Z5	YALI0_E05049g	histidinol-phosphatase activity [GO:0004401]
Q6C6Z6	YALI0_E05027g	ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]
Q6C6Z7	YALI0_E05005g	asparagine-tRNA ligase activity [GO:0004816]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]
Q6C6Z8	YALI0_E04983g	ubiquitin protein ligase binding [GO:0031625]
Q6C700	YALI0_E04939g	asparagine-tRNA ligase activity [GO:0004816]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]
Q6C704	YALI0_E04807g	hydroxymethylglutaryl-CoA reductase (NADPH) activity [GO:0004420]
Q6C708	YALI0_E04719g	
Q6C715	LOS1 YALI0E04576g	small GTPase binding [GO:0031267]; tRNA binding [GO:0000049]
Q6C725	AMN1 YALI0E04356g	
Q6C732	YALI0_E04202g	agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]
Q6C733	YALI0_E04136g	"ATP binding [GO:0005524]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent chromatin remodeler activity [GO:0140658]; hydrolase activity [GO:0016787]"
Q6C737	YALI0_E04048g	isopropylmalate transmembrane transporter activity [GO:0034658]; malonate(1-) transmembrane transporter activity [GO:1901239]; oxaloacetate transmembrane transporter activity [GO:0015131]; sulfate transmembrane transporter activity [GO:0015116]
Q6C740	CFT1 YALI0E03982g	RNA binding [GO:0003723]
Q6C741	GPI11 YALI0E03960g	mannose-ethanolamine phosphotransferase activity [GO:0051377]
Q6C744	YALI0_E03894g	arginyltransferase activity [GO:0004057]
Q6C749	AIM24 YALI0E03784g	
Q6C755	YALI0_E03630g	3'-5'-RNA exonuclease activity [GO:0000175]; endonuclease activity [GO:0004519]; RNA endonuclease activity [GO:0004521]; tRNA binding [GO:0000049]
Q6C770	YALI0_E03278g	myosin phosphatase activity [GO:0017018]; RNA polymerase II CTD heptapeptide repeat phosphatase activity [GO:0008420]
Q6C772	YALI0_E03234g	potassium ion leak channel activity [GO:0022841]
Q6C775	YALI0_E03168g	phosphorelay sensor kinase activity [GO:0000155]; protein histidine kinase activity [GO:0004673]
Q6C777	YALI0_E03124g	DNA binding [GO:0003677]; DNA polymerase processivity factor activity [GO:0030337]; myosin binding [GO:0017022]
Q6C780	YALI0_E03058g	ADP transmembrane transporter activity [GO:0015217]
Q6C781	YALI0_E03036g	protein disulfide isomerase activity [GO:0003756]
Q6C784	FIP1 YALI0E02882g	
Q6C787	YALI0_E02816g	gamma-tubulin binding [GO:0043015]
Q6C792	YALI0_E02706g	structural constituent of nuclear pore [GO:0017056]
Q6C796	YALI0_E02618g	
Q6C7A5	YALI0_E02376g	gamma-tubulin binding [GO:0043015]
Q6C7A7	YALI0_E02332g	"ATP binding [GO:0005524]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent chromatin remodeler activity [GO:0140658]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]; nucleosome binding [GO:0031491]"
Q6C7A8	YALI0_E02310g	glutathione peroxidase activity [GO:0004602]; phospholipid-hydroperoxide glutathione peroxidase activity [GO:0047066]; thioredoxin peroxidase activity [GO:0008379]
Q6C7B8	YALI0_E02090g	magnesium ion binding [GO:0000287]; phosphoglucomutase activity [GO:0004614]
Q6C7C3	SPC24 YALI0E01980g	
Q6C7C5	YALI0_E01936g	
Q6C7C7	YALI0_E01892g	"alpha-1,2-mannosyltransferase activity [GO:0000026]"
Q6C7C9	CGI121 YALI0E01848g	
Q6C7D6	ATP25 YALI0E01672g	
Q6C7D7	SLD2 YALI0E01650g	DNA replication origin binding [GO:0003688]; single-stranded DNA binding [GO:0003697]
Q6C7E6	YALI0_E01452g	metal ion binding [GO:0046872]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
Q6C7F8	YALI0_E01166g	
Q6C7G0	PNO1 YALI0E01122g	RNA binding [GO:0003723]
Q6C7G8	SWC5 YALI0E00946g	
Q6C7H1	YALI0_E00880g	ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]
Q6C7H3	YALI0_E00836g	homoserine O-acetyltransferase activity [GO:0004414]
Q6C7H7	YALI0_E00748g	zinc ion transmembrane transporter activity [GO:0005385]
Q6C7H8	YALI0_E00726g	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]
Q6C7I2	YALI0_E00638g	2-methylcitrate synthase activity [GO:0050440]; citrate (Si)-synthase activity [GO:0004108]
Q6C7J1	YALI0_E00418g	adenylylsulfate kinase activity [GO:0004020]; ATP binding [GO:0005524]
Q6C7J7	YALI0_E00242g	
Q6C7K0	YALI0_E00176g	actin filament binding [GO:0051015]; ATP binding [GO:0005524]; cytoskeletal motor activity [GO:0003774]
Q6C7K1	YALI0_E00154g	protein phosphatase regulator activity [GO:0019888]
Q6C7K2	YALI0_E00132g	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; ubiquitin protein ligase activity [GO:0061630]
Q6C7K4	YALI0_D27346g	mRNA binding [GO:0003729]; second spliceosomal transesterification activity [GO:0000386]
Q6C7K5	BCP1 YALI0D27324g	
Q6C7L1	YALI0_D27192g	phosphatidylinositol binding [GO:0035091]; ubiquitin binding [GO:0043130]
Q6C7L4	TRR1 YALI0D27126g	thioredoxin-disulfide reductase activity [GO:0004791]
Q6C7L5	YALI0_D27104g	phosphatidylinositol-3-phosphate binding [GO:0032266]
Q6C7L6	N7BML YALI0D27082g	
Q6C7L8	YALI0_D27038g	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; copper ion binding [GO:0005507]; P-type divalent copper transporter activity [GO:0043682]
Q6C7M0	YALI0_D26994g	rDNA binding [GO:0000182]; RNA polymerase I core binding [GO:0001042]; RNA polymerase I general transcription initiation factor activity [GO:0001181]; RNA polymerase I general transcription initiation factor binding [GO:0001179]
Q6C7M1	YALI0_D26972g	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]
Q6C7M3	YALI0_D26928g	
Q6C7M5	YALI0_D26884g	metallopeptidase activity [GO:0008237]
Q6C7M6	YALI0_D26862g	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]
Q6C7M8	YALI0_D26818g	cadmium ion transmembrane transporter activity [GO:0015086]; manganese ion transmembrane transporter activity [GO:0005384]
Q6C7N2	YALI0_D26730g	antiporter activity [GO:0015297]; transmembrane transporter activity [GO:0022857]; xenobiotic transmembrane transporter activity [GO:0042910]
Q6C7N6	YALI0_D26642g	ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Q6C7N7	YALI0_D26620g	"ATP binding [GO:0005524]; ATP-dependent activity, acting on RNA [GO:0008186]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]"
Q6C7N8	YALI0_D26598g	histone acetyltransferase activity [GO:0004402]
Q6C7P2	YALI0_D26510g	"clathrin binding [GO:0030276]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; phospholipid binding [GO:0005543]"
Q6C7P8	YALI0_D26389g	protein phosphatase inhibitor activity [GO:0004864]
Q6C7Q3	YALI0_D26301g	DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]; RNA polymerase II activity [GO:0001055]; RNA-dependent RNA polymerase activity [GO:0003968]
Q6C7Q7	YALI0_D26213g	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q6C7R0	YALI0_D26147g	calcium ion binding [GO:0005509]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamate transmembrane transporter activity [GO:0005313]
Q6C7R3	YALI0_D26081g	ferric-chelate reductase activity [GO:0000293]
Q6C7R6	YALI0_D25938g	chitin synthase activity [GO:0004100]
Q6C7R8	YALI0_D25894g	flavin adenine dinucleotide binding [GO:0050660]; flavin-linked sulfhydryl oxidase activity [GO:0016971]
Q6C7R9	YALI0_D25872g	SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]
Q6C7S4	YALI0_D25762g	damaged DNA binding [GO:0003684]; single-stranded DNA binding [GO:0003697]
Q6C7S5	YALI0_D25740g	tubulin binding [GO:0015631]; unfolded protein binding [GO:0051082]
Q6C7S7	YALI0_D25696g	metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]
Q6C7T8	YALI0_D25454g	"hydrolase activity, acting on ester bonds [GO:0016788]"
Q6C7U1	YALI0D25366g	heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]
Q6C7U4	YALI0_D25278g	heme oxygenase (decyclizing) activity [GO:0004392]; metal ion binding [GO:0046872]
Q6C7U6	YALI0_D25234g	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]
Q6C7U7	TRM44 YALI0D25212g	tRNA (uracil) methyltransferase activity [GO:0016300]; tRNA (uracil-2'-O-)-methyltransferase activity [GO:0052665]
Q6C7U9	YALI0_D25168g	cysteine synthase activity [GO:0004124]; O-acetylhomoserine aminocarboxypropyltransferase activity [GO:0003961]; pyridoxal phosphate binding [GO:0030170]
Q6C7V5	TVP23 YALI0D25036g	
Q6C7X2	YALI0_D24629g	acyl binding [GO:0000035]; acyl carrier activity [GO:0000036]
Q6C7Y2	YALI0_D24409g	IMP cyclohydrolase activity [GO:0003937]; phosphoribosylaminoimidazolecarboxamide formyltransferase activity [GO:0004643]
Q6C7Y3	YALI0_D24387g	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q6C7Y9	YALI0_D24233g	calcium:proton antiporter activity [GO:0015369]
Q6C7Z6	YALI0_D24079g	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]
Q6C803	YALI0_D23881g	ATP binding [GO:0005524]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; zinc ion binding [GO:0008270]
Q6C804	IMP4 YALI0D23859g	rRNA primary transcript binding [GO:0042134]; snoRNA binding [GO:0030515]
Q6C806	YALI0_D23815g	acetyltransferase activity [GO:0016407]; lipoic acid binding [GO:0031405]
Q6C811	YALI0_D23705g	GTPase activator activity [GO:0005096]; zinc ion binding [GO:0008270]
Q6C812	YALI0_D23683g	dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742]
Q6C815	YALI0_D23617g	
Q6C817	YALI0_D23573g	histone binding [GO:0042393]
Q6C818	RSA3 YALI0D23551g	
Q6C821	YALI0_D23441g	
Q6C825	YALI0_D23353g	SNAP receptor activity [GO:0005484]
Q6C826	YALI0_D23331g	oxygen-dependent protoporphyrinogen oxidase activity [GO:0004729]
Q6C827	YALI0_D23309g	metalloaminopeptidase activity [GO:0070006]; peptide binding [GO:0042277]; zinc ion binding [GO:0008270]
